st,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type,zone
arizona,8447.888167,no,basic,bachelor,2/18/11,employed,f,61337,rural,married,105,35.0,46,0.0,9,personal auto,personal l2,offer1,call center,2.54009,suv,medsize,,central
arizona,2927.07045,no,basic,bachelor,2/14/11,employed,f,75685,suburban,married,73,35.0,47,0.0,1,personal auto,personal l3,offer2,agent,369.918482,four-door car,small,a,central
washington,2693.530229,no,basic,master,1/15/11,employed,f,63684,suburban,single,68,,87,,1,personal auto,personal l3,offer2,agent,343.889585,two-door car,medsize,,east
california,2844.849804,no,basic,bachelor,2/6/11,employed,m,80306,suburban,divorced,71,11.0,12,0.0,1,corporate auto,corporate l1,offer3,call center,340.8,two-door car,medsize,a,west region
arizona,5837.528088,no,basic,doctor,1/10/11,employed,m,83308,suburban,married,73,,81,,7,personal auto,personal l2,offer3,agent,419.471438,four-door car,medsize,a,central
washington,4434.411172,no,premium,high school or below,1/13/11,employed,m,34549,rural,married,111,8.0,78,0.0,1,personal auto,personal l2,offer2,web,125.933005,four-door car,medsize,a,east
washington,7031.463693,no,extended,master,1/24/11,retired,m,16224,suburban,married,93,13.0,55,0.0,9,corporate auto,corporate l1,offer3,web,498.452698,four-door car,medsize,a,east
california,2449.31771,no,basic,high school or below,2/4/11,employed,m,47122,suburban,single,62,6.0,77,0.0,1,personal auto,personal l2,offer2,branch,297.6,two-door car,medsize,a,west region
california,9095.049868,yes,basic,college,1/11/11,employed,m,37937,suburban,married,116,11.0,42,0.0,5,personal auto,personal l2,offer2,call center,556.8,suv,medsize,a,west region
oregon,15032.9003,no,basic,college,1/17/11,medical leave,m,17150,suburban,married,65,28.0,19,0.0,2,personal auto,personal l2,offer1,agent,689.800891,two-door car,medsize,a,north west
arizona,8256.2978,yes,basic,bachelor,1/25/11,employed,f,62902,rural,married,69,14.0,94,0.0,2,personal auto,personal l3,offer2,web,159.383042,two-door car,medsize,,central
oregon,11009.13049,yes,premium,bachelor,1/24/11,employed,f,51643,suburban,single,283,16.0,43,0.0,1,special auto,special l3,offer2,agent,1358.4,luxury car,medsize,a,north west
california,5318.89664,yes,basic,bachelor,1/12/11,employed,f,25134,suburban,married,67,3.0,0,0.0,6,personal auto,personal l3,offer2,call center,321.6,four-door car,small,,west region
california,33473.34946,yes,basic,bachelor,1/11/11,employed,f,33190,suburban,divorced,106,18.0,95,0.0,2,personal auto,personal l3,offer1,web,508.8,suv,medsize,,west region
oregon,4550.856045,no,premium,high school or below,2/8/11,disabled,f,17913,suburban,married,116,0.0,39,0.0,1,personal auto,personal l3,offer3,web,556.8,four-door car,small,a,north west
california,4772.943848,yes,extended,high school or below,2/18/11,retired,m,20993,suburban,divorced,133,35.0,90,0.0,1,personal auto,personal l3,offer2,agent,638.4,suv,medsize,,west region
arizona,6285.15476,no,extended,college,2/28/11,employed,m,52210,suburban,married,80,6.0,74,0.0,9,personal auto,personal l1,offer1,branch,384.0,four-door car,medsize,,central
oregon,4434.941371,no,basic,bachelor,2/20/11,employed,f,58082,rural,married,112,31.0,66,1.0,1,personal auto,personal l3,offer1,call center,103.022126,suv,medsize,a,north west
oregon,2915.614781,no,basic,college,1/8/11,employed,m,86599,suburban,married,73,32.0,89,0.0,1,corporate auto,corporate l1,offer2,web,350.4,four-door car,medsize,,north west
oregon,15762.53198,no,basic,bachelor,2/15/11,employed,f,44362,rural,married,66,15.0,75,0.0,2,corporate auto,corporate l3,offer2,call center,142.113373,four-door car,small,a,north west
oregon,4273.587765,no,premium,bachelor,1/30/11,employed,f,82214,rural,married,106,11.0,19,1.0,1,personal auto,personal l1,offer3,branch,239.143671,four-door car,medsize,a,north west
nevada,2816.567395,no,basic,high school or below,2/16/11,employed,f,41228,suburban,single,71,19.0,13,0.0,1,personal auto,personal l3,offer1,branch,340.8,four-door car,small,,central
nevada,5548.031892,yes,basic,bachelor,1/13/11,employed,m,67798,suburban,divorced,69,1.0,78,0.0,9,personal auto,personal l3,offer1,agent,331.2,four-door car,medsize,,central
california,2927.734329,no,basic,bachelor,2/15/11,employed,m,51991,rural,married,73,4.0,95,0.0,1,personal auto,personal l3,offer2,web,124.376921,four-door car,medsize,a,west region
oregon,5320.081159,no,basic,high school or below,2/25/11,employed,f,88669,urban,married,66,9.0,18,1.0,4,personal auto,personal l2,offer1,call center,213.574473,four-door car,medsize,,north west
arizona,7590.050089,no,basic,high school or below,1/2/11,disabled,m,10375,suburban,married,66,10.0,95,0.0,2,personal auto,personal l3,offer1,branch,316.8,two-door car,medsize,a,central
oregon,4605.036646,yes,basic,college,1/28/11,medical leave,f,22571,suburban,single,63,29.0,51,0.0,9,corporate auto,corporate l3,offer2,web,302.4,four-door car,large,a,north west
oregon,9587.586583,no,premium,bachelor,1/31/11,employed,m,84539,rural,married,119,10.0,71,0.0,4,personal auto,personal l3,offer1,call center,65.428481,four-door car,medsize,,north west
oregon,2780.196856,no,basic,high school or below,1/12/11,disabled,f,20261,suburban,divorced,72,4.0,55,0.0,1,personal auto,personal l2,offer4,web,345.6,,,a,north west
oregon,4784.960513,no,basic,bachelor,1/26/11,employed,f,25813,urban,divorced,61,,97,,8,personal auto,personal l1,offer3,agent,205.332749,four-door car,medsize,,north west
oregon,4873.350518,no,extended,high school or below,2/18/11,employed,m,47824,urban,married,129,8.0,56,3.0,1,personal auto,personal l2,offer4,agent,546.046853,suv,medsize,a,north west
washington,5395.091602,no,basic,bachelor,2/15/11,employed,f,86640,rural,married,67,2.0,25,0.0,5,personal auto,personal l1,offer2,web,65.457366,four-door car,medsize,a,east
washington,5133.414764,no,basic,master,2/10/11,employed,m,53390,urban,married,64,13.0,41,0.0,5,personal auto,personal l2,offer3,branch,278.999409,four-door car,medsize,,east
oregon,4996.564694,no,basic,college,2/8/11,employed,f,25915,suburban,single,64,13.0,62,0.0,7,corporate auto,corporate l3,offer1,agent,317.979988,two-door car,medsize,,north west
washington,3921.018919,no,extended,college,1/20/11,employed,f,62445,suburban,married,98,19.0,12,1.0,1,personal auto,personal l2,offer2,call center,681.167228,four-door car,small,a,east
arizona,20171.96154,no,basic,doctor,2/1/11,employed,m,24804,suburban,married,73,19.0,98,0.0,2,personal auto,personal l2,offer3,call center,350.4,two-door car,small,a,central
oregon,5528.212807,yes,basic,bachelor,1/19/11,employed,m,36088,suburban,single,72,16.0,31,0.0,9,corporate auto,corporate l3,offer1,agent,345.6,four-door car,medsize,a,north west
california,4077.501164,no,basic,bachelor,1/20/11,employed,f,53093,rural,divorced,103,3.0,62,0.0,1,corporate auto,corporate l2,offer2,call center,98.991733,suv,medsize,a,west region
oregon,5686.961001,no,basic,high school or below,1/13/11,employed,m,30242,rural,married,72,30.0,23,0.0,3,personal auto,personal l3,offer2,branch,48.288036,four-door car,medsize,,north west
oregon,4165.252177,no,premium,bachelor,1/20/11,employed,m,58299,suburban,married,105,,22,,1,personal auto,personal l3,offer1,branch,504.0,four-door car,medsize,,north west
oregon,19259.84494,no,premium,master,1/26/11,employed,f,35973,suburban,married,159,5.0,97,0.0,2,personal auto,personal l2,offer1,call center,763.2,sports car,large,a,north west
arizona,2486.064902,no,basic,college,2/18/11,employed,m,36635,suburban,married,63,20.0,28,0.0,1,corporate auto,corporate l2,offer4,agent,302.4,four-door car,small,,central
california,5948.98896,no,premium,high school or below,2/20/11,employed,f,88122,suburban,married,148,15.0,10,0.0,1,corporate auto,corporate l2,offer2,call center,840.231575,suv,medsize,,west region
california,7761.267839,no,extended,college,2/24/11,employed,f,43137,suburban,married,96,8.0,41,0.0,8,personal auto,personal l3,offer2,call center,460.8,two-door car,large,,west region
california,4334.064096,yes,extended,bachelor,2/27/11,retired,f,23904,suburban,single,123,1.0,67,3.0,1,corporate auto,corporate l1,offer1,agent,590.4,suv,medsize,,west region
california,7695.122957,no,basic,bachelor,1/24/11,employed,m,50147,suburban,single,101,4.0,37,0.0,3,personal auto,personal l2,offer1,branch,484.8,suv,medsize,a,west region
california,2397.036098,yes,basic,high school or below,1/29/11,retired,f,22283,suburban,divorced,65,16.0,93,0.0,1,corporate auto,corporate l3,offer1,branch,572.072106,four-door car,medsize,,west region
nevada,42561.63183,no,basic,master,1/10/11,employed,m,66661,suburban,single,119,23.0,41,0.0,2,personal auto,personal l2,offer1,agent,571.2,suv,medsize,a,central
california,7153.208425,no,extended,bachelor,2/23/11,employed,f,32238,suburban,divorced,91,15.0,80,0.0,4,personal auto,personal l3,offer3,branch,439.781453,four-door car,medsize,a,west region
california,6143.898219,no,extended,high school or below,1/30/11,employed,f,45032,rural,married,77,13.0,35,0.0,3,personal auto,personal l2,offer2,agent,36.818178,four-door car,medsize,,west region
arizona,26180.80528,no,extended,high school or below,1/7/11,employed,f,68189,urban,married,82,10.0,17,1.0,2,special auto,special l2,offer2,branch,343.121192,four-door car,medsize,a,central
oregon,7089.68396,no,extended,high school or below,2/17/11,employed,m,52707,suburban,married,90,33.0,66,1.0,6,corporate auto,corporate l3,offer3,branch,432.0,four-door car,medsize,a,north west
oregon,15000.84238,no,extended,high school or below,1/6/11,employed,f,62473,suburban,divorced,76,6.0,70,1.0,2,personal auto,personal l3,offer1,branch,507.560729,,,,north west
nevada,41787.90343,yes,premium,high school or below,1/31/11,employed,f,46587,suburban,divorced,119,34.0,74,2.0,2,personal auto,personal l2,offer1,call center,571.2,four-door car,medsize,,central
oregon,4786.009693,no,basic,high school or below,2/25/11,employed,m,23402,suburban,married,61,29.0,38,0.0,7,personal auto,personal l1,offer4,call center,292.8,four-door car,medsize,a,north west
oregon,7918.334928,no,extended,college,2/14/11,employed,m,44698,suburban,married,211,0.0,88,4.0,1,personal auto,personal l2,offer1,call center,1012.8,luxury car,medsize,a,north west
california,2858.087414,no,basic,master,1/11/11,employed,f,27382,rural,married,71,33.0,35,0.0,1,personal auto,personal l2,offer2,web,134.104322,four-door car,medsize,a,west region
california,2719.853023,no,basic,bachelor,1/21/11,employed,m,41005,suburban,single,70,22.0,37,0.0,1,personal auto,personal l1,offer4,branch,336.0,four-door car,medsize,,west region
california,5714.165863,no,basic,master,2/23/11,disabled,f,23726,suburban,divorced,74,1.0,83,0.0,9,corporate auto,corporate l1,offer1,call center,355.2,,,a,west region
washington,2837.109178,no,basic,college,2/28/11,employed,m,90893,rural,married,70,8.0,82,0.0,1,personal auto,personal l3,offer1,agent,70.712507,two-door car,medsize,a,east
,5623.611187,,basic,college,2/19/11,employed,f,31504,suburban,married,71,8.0,27,0.0,3,special auto,special l1,offer4,branch,340.8,four-door car,small,a,
,9061.057741,,premium,master,2/18/11,employed,f,73876,urban,married,112,19.0,71,0.0,8,personal auto,personal l1,offer3,web,419.303041,four-door car,medsize,a,
arizona,5555.830205,yes,basic,bachelor,2/6/11,employed,m,74015,suburban,single,72,12.0,61,0.0,6,personal auto,personal l3,offer2,call center,471.443077,four-door car,small,,central
oregon,7937.064822,no,basic,high school or below,2/1/11,employed,f,22862,suburban,married,67,9.0,40,0.0,2,personal auto,personal l3,offer2,agent,321.6,two-door car,medsize,,north west
california,11790.49617,yes,basic,college,1/3/11,retired,m,25251,suburban,divorced,66,13.0,43,0.0,2,corporate auto,corporate l3,offer2,web,316.8,four-door car,medsize,,west region
arizona,8433.228985,no,basic,bachelor,2/15/11,employed,m,57961,rural,divorced,72,27.0,64,0.0,2,personal auto,personal l3,offer1,agent,38.513959,two-door car,large,a,central
california,5755.18214,no,basic,high school or below,1/26/11,employed,f,97657,rural,married,71,2.0,19,0.0,8,personal auto,personal l2,offer2,branch,107.325235,two-door car,medsize,,west region
nevada,2868.598866,no,basic,college,1/30/11,employed,f,40046,rural,divorced,73,10.0,51,0.0,1,personal auto,personal l2,offer1,agent,118.509791,four-door car,small,,central
california,8256.2978,yes,basic,bachelor,1/25/11,employed,f,62902,rural,married,69,14.0,94,0.0,2,personal auto,personal l1,offer2,web,159.383042,two-door car,medsize,,west region
california,8725.292767,no,premium,bachelor,2/7/11,employed,m,69772,suburban,single,112,17.0,38,0.0,9,personal auto,personal l2,offer3,branch,537.6,four-door car,medsize,,west region
california,5217.513287,yes,basic,bachelor,2/17/11,employed,f,39854,urban,divorced,66,6.0,4,0.0,7,personal auto,personal l2,offer2,web,261.930545,two-door car,medsize,,west region
,4260.33573,,basic,college,2/5/11,medical leave,m,26991,suburban,divorced,119,34.0,65,0.0,1,corporate auto,corporate l3,offer3,branch,856.8,suv,medsize,,
arizona,2769.252177,no,basic,bachelor,2/8/11,employed,m,40506,rural,married,70,14.0,98,0.0,1,personal auto,personal l1,offer2,call center,113.724707,four-door car,medsize,,central
washington,5394.703229,no,basic,bachelor,2/6/11,employed,m,65978,urban,married,67,3.0,50,0.0,3,corporate auto,corporate l1,offer2,branch,251.795869,two-door car,medsize,a,east
california,2816.756002,no,basic,bachelor,1/8/11,employed,m,42937,urban,married,71,14.0,9,0.0,1,corporate auto,corporate l1,offer1,call center,251.779842,two-door car,small,,west region
oregon,2585.206268,no,basic,college,1/12/11,employed,f,28137,suburban,married,65,23.0,2,0.0,1,personal auto,personal l1,offer3,web,312.0,two-door car,large,a,north west
oregon,4236.84292,no,basic,bachelor,1/23/11,disabled,m,14476,suburban,married,113,11.0,0,0.0,1,corporate auto,corporate l3,offer3,branch,542.4,sports car,medsize,,north west
,2544.969754,,basic,college,2/6/11,employed,m,91169,rural,single,65,,50,,1,personal auto,personal l3,offer2,call center,139.745936,two-door car,medsize,a,
california,3034.646997,no,extended,college,2/4/11,employed,m,68205,rural,married,76,35.0,14,0.0,1,personal auto,personal l1,offer4,branch,99.382943,two-door car,medsize,a,west region
oregon,3259.885006,no,extended,college,1/29/11,employed,m,52782,suburban,married,85,20.0,61,4.0,1,personal auto,personal l3,offer1,agent,541.093963,four-door car,small,,north west
,4282.947971,,basic,college,2/26/11,employed,f,40864,rural,married,109,16.0,70,1.0,1,personal auto,personal l3,offer1,agent,166.937747,suv,medsize,a,
nevada,5794.104234,no,basic,bachelor,2/27/11,employed,m,88370,suburban,divorced,74,0.0,16,1.0,9,personal auto,personal l1,offer1,agent,355.2,four-door car,small,a,central
oregon,4089.463358,no,basic,college,2/25/11,employed,f,60759,suburban,single,104,20.0,85,0.0,1,corporate auto,corporate l3,offer3,branch,499.2,suv,large,,north west
oregon,5771.610372,no,basic,high school or below,2/17/11,employed,f,65709,rural,divorced,72,33.0,77,0.0,3,corporate auto,corporate l3,offer1,web,12.945127,four-door car,medsize,,north west
california,5133.635886,no,basic,college,2/27/11,employed,m,38795,rural,married,65,23.0,64,0.0,3,personal auto,personal l2,offer2,agent,98.354737,four-door car,medsize,,west region
nevada,2531.73969,no,basic,college,2/19/11,employed,m,31993,rural,divorced,66,14.0,4,1.0,1,personal auto,personal l3,offer1,branch,39.627399,four-door car,medsize,,central
oregon,9756.044954,no,extended,doctor,1/2/11,employed,m,67632,rural,married,121,0.0,44,0.0,4,personal auto,personal l3,offer1,branch,26.951627,sports car,medsize,,north west
nevada,2329.459058,no,basic,college,2/9/11,employed,m,20934,suburban,married,61,14.0,35,1.0,1,personal auto,personal l3,offer2,branch,292.8,four-door car,small,a,central
california,2514.59196,yes,basic,high school or below,2/14/11,employed,f,43860,rural,single,65,15.0,58,0.0,1,personal auto,personal l2,offer2,agent,156.124914,four-door car,medsize,a,west region
